udc	UDC (Universal Decimal Classification)	https://d-nb.info/gnd/4114037-0
sdnb	Sachgruppen der DNB	https://bartoc.org/en/node/20049
bkl	BK (Basisklassifikation)	http://bartoc.org/en/node/18785
rvk	RVK (Regensburger Verbundklassifikation)	https://d-nb.info/gnd/4449787-8
ghbs	Gesamthochschulbibliothekssystematik (GHBS)	https://www.ub.uni-siegen.de/ghbs/index.php
njb	NDC (Nippon Decimal Classification)	http://bartoc.org/en/node/18624
kktb	NDLC (National Diet Library Classification)	http://bartoc.org/en/node/876
rpb	RPB (Rheinland-Pfälzische Bibliographie)	http://bartoc.org/en/node/1990
msc	MSC (Mathematics Subject Classification)	http://bartoc.org/en/node/20396
asb	ASB (Allgemeine Systematik für Bibliotheken)	https://asb-kab-online.de/
ssd	SSD (Systematik der Stadtbibliothek Duisburg)	http://bartoc.org/en/node/1051
sfb	SfB (Systematik für Bibliotheken)	http://bartoc.org/en/node/335
kab	KAB (Klassifikation für Allgemeinbibliotheken)	https://d-nb.info/gnd/4164032-9
stub	Systematik der TUB München	http://bartoc.org/en/node/495
dopaed	DOPAED der UB Erlangen	https://bartoc.org/en/node/1653
ifzs	IFZ-Systematik	http://bartoc.org/en/node/1245
sbb	Systematik der Bayerischen Bibliographie	http://bartoc.org/en/node/1983
zdbs	DDC-Sachgruppen der ZDB	https://zeitschriftendatenbank.de/fileadmin/user_upload/ZDB/pdf/zdbformat/5080.pdf
sswd	GND-Systematik	http://d-nb.info/standards/vocab/gnd/gnd-sc
fid	FID-Klassifikation	http://bartoc.org/en/node/18929
ssgn	Sondersammelgebiets-Nummer	https://bartoc.org/en/node/18928
