almaMmsId	rpbId
990049979880206441	RPB929t982474
990056846430206441	RPB929t982817
990051413030206441	RPB929t982853
990057169900206441	RPB929t982860
990056266710206441	RPB929t982887
990052135970206441	RPB929t982893
990049850740206441	RPB929t982895
990056300170206441	RPB929t983005
990107556310206441	RPB929t983027
990048487740206441	RPB929t983061
990056648250206441	RPB929t983077
990052201690206441	RPB929t983081
990054354490206441	RPB929t983106
990055910790206441	RPB929t983121
990056145670206441	RPB929t983122
990057208560206441	RPB929t983353
990056559820206441	RPB929t983368
990056671460206441	RPB929t983535
990056671440206441	RPB929t983536
990054594230206441	RPB929t983540
990052543860206441	RPB929t983562
990052543910206441	RPB929t983563
990052543880206441	RPB929t983564
990052543870206441	RPB929t983565
990052543860206441	RPB929t983568
990052543840206441	RPB929t983569
990052543850206441	RPB929t983570
990051925610206441	RPB929t990095
990056662530206441	RPB929t990129
990056656800206441	RPB929t990130
990056650740206441	RPB929t990131
990054354490206441	RPB929t990184
990051993910206441	RPB929t990210
990056682210206441	RPB929t990222
990052200660206441	RPB929t990223
990052454310206441	RPB929t990265
990051851420206441	RPB929t990269
990114577560206441	RPB929t990401
990052203900206441	RPB929t990435
990056676760206441	RPB929t990438
990105963580206441	RPB929t990542
990056066630206441	RPB929t990543
990056010140206441	RPB929t990741
990052468950206441	RPB929t990761
990052461980206441	RPB929t990766
990052562270206441	RPB929t990926
990052562260206441	RPB929t990927
990052532000206441	RPB929t990928
990056712000206441	RPB929t990934
990050088960206441	RPB929t990947
990050953070206441	RPB929t991171
990056711830206441	RPB929t991192
990056056370206441	RPB929t991193
990056726080206441	RPB929t991194
990056721940206441	RPB929t991195
990056726040206441	RPB929t991196
990056340410206441	RPB929t991197
990056021340206441	RPB929t991240
990101191130206441	RPB929t991680
990051117290206441	RPB929t992609
990056003520206441	RPB929t992654
990049001210206441	RPB929t992734
990049075330206441	RPB929t992735
990050177480206441	RPB929t993049
990050165890206441	RPB929t993057
990052475610206441	RPB929t993077
990056682190206441	RPB929t993172
990101286040206441	RPB929t993228
990053068480206441	RPB929t993230
990101716190206441	RPB929t993387
990056337370206441	RPB929t993389
990052468390206441	RPB929t993428
990049813250206441	RPB929t993429
99370777663406441	RPB929t993448
990054304730206441	RPB929t993582
990054304720206441	RPB929t993584
990056252380206441	RPB929t993590
990050614380206441	RPB929t993604
990109221610206441	RPB929t993605
990057125340206441	RPB929t993611
990055401480206441	RPB929t993721
990109353760206441	RPB929t993775
990049418550206441	RPB929t993805
990109483190206441	RPB929t993854
990109483670206441	RPB929t993855
990056325610206441	RPB929t993881
990056698780206441	RPB929t993904
990109550020206441	RPB929t993905
990109564830206441	RPB929t993906
990056692370206441	RPB929t993907
990109366150206441	RPB929t993908
990142882900206441	RPB929w18025002
990108056880206441	RPB036t000055
990225365160206441	RPB036t000254
990048802090206441	RPB036t000337
990048802090206441	RPB036t000337a
990107596850206441	RPB036t000339
990056406260206441	RPB036t000355
990054095940206441	RPB036t000371
990056634190206441	RPB036t000386
990113661720206441	RPB036t000464
990113589400206441	RPB036t000465
990113682240206441	RPB036t000467
990113524350206441	RPB036t000468
990056401240206441	RPB036t000469
990107372070206441	RPB036t000470
990113660490206441	RPB036t000471
990113487730206441	RPB036t000473
990113572090206441	RPB036t000474
990113530420206441	RPB036t000475
990113658290206441	RPB036t000476
990113599280206441	RPB036t000479
990108263490206441	RPB036t000483
990113535560206441	RPB036t000486
990113599520206441	RPB036t000501
990108458360206441	RPB036t000522
990113590830206441	RPB036t000546
990108744430206441	RPB036t000549
990155190590206441	RPB036t000598
990113453320206441	RPB036t000600
990116889680206441	RPB036t000622
990113342650206441	RPB036t000627
990056746200206441	RPB036t000656
990210802440206441	RPB036t000662
990101331130206441	RPB036t000663
990117205500206441	RPB036t000665
990055639560206441	RPB036t000820
990114418860206441	RPB036t000825
990108131750206441	RPB036t000826
990113926980206441	RPB036t000827
990056499210206441	RPB036t000829
990108733620206441	RPB036t000830
990108810240206441	RPB036t000833
990054095940206441	RPB036t000835
990109403600206441	RPB036t000890
990056270690206441	RPB036t000891
990107267220206441	RPB036t000892
990056454120206441	RPB036t000920
990125010230206441	RPB036t000926
990114055130206441	RPB036t000931
990113814880206441	RPB036t000932
990151621070206441	RPB036t000934
990055484700206441	RPB036t000941
990113813360206441	RPB036t000988
990104949440206441	RPB036t001043
990113745470206441	RPB036t001045
990108068430206441	RPB036t001125
990048504410206441	RPB036t001184
990108878690206441	RPB036t001207
990056060670206441	RPB036t001245
990056725690206441	RPB036t001438
990055330080206441	RPB036t001439
990055212400206441	RPB036t001556
990032566860206441	RPB036t0111011
990202866860206441	RPB036t0112242
990055631440206441	RPB036t0112571
990103600040206441	RPB036t0112727
990103600050206441	RPB036t0114021
990057072240206441	RPB036t0114167
990056807960206441	RPB036t0114918
990055750450206441	RPB036t0115023
990047938720206441	RPB036t0115198
990134296170206441	RPB036t0115252
990055290620206441	RPB036t0115272
990056654580206441	RPB036t0115281
990105201520206441	RPB036t0115439
990057098040206441	RPB036t0117223
990105722120206441	RPB036t020015
990115194740206441	RPB036t020023
990115194670206441	RPB036t020024
990115123650206441	RPB036t020046
990026895420206441	RPB036t020047
990056667600206441	RPB036t020129
990101964210206441	RPB036t020130
990116081600206441	RPB036t020185
990036157930206441	RPB036t020186
990107529130206441	RPB036t020199
990113041160206441	RPB036t020216
990104971830206441	RPB036t020229
990056211940206441	RPB036t020230
990107895290206441	RPB036t020231
990116288510206441	RPB036t020232
990115119710206441	RPB036t020233
990116209820206441	RPB036t020241
990116533460206441	RPB036t020250
990108679760206441	RPB036t020252
990178907730206441	RPB036t020265
990114420850206441	RPB036t020308
990107768990206441	RPB036t020310
990105106330206441	RPB036t020315
990116286390206441	RPB036t020316
990194947920206441	RPB036t020317
990110280060206441	RPB036t020331
990029634360206441	RPB036t020379
990108300810206441	RPB036t020381
990116209660206441	RPB036t020382
990116209630206441	RPB036t020383
990113169510206441	RPB036t020384
990114421080206441	RPB036t020385
990140279630206441	RPB036t020386
990114682590206441	RPB036t020387
990113173780206441	RPB036t020401
990114995120206441	RPB036t020403
990108721260206441	RPB036t020404
990113675920206441	RPB036t020419
990115123890206441	RPB036t020420
990115123980206441	RPB036t020421
990114682460206441	RPB036t020422
990142795140206441	RPB036t020423
990115124100206441	RPB036t020425
990115346390206441	RPB036t020427
990114171160206441	RPB036t020429
990109681480206441	RPB036t020430
990109681480206441	RPB036t020431
990202637820206441	RPB036t020432
990113333340206441	RPB036t020433
990115124170206441	RPB036t020434
990113067320206441	RPB036t020437
990125317470206441	RPB036t020438
990054664510206441	RPB036t020439
990114625350206441	RPB036t020441
990101947530206441	RPB036t020442
990101947530206441	RPB036t020443
990107971890206441	RPB036t020467
990113644100206441	RPB036t020469
990110283140206441	RPB036t020471
990108261590206441	RPB036t020474
990113118770206441	RPB036t020479
990108071650206441	RPB036t020480
990104959560206441	RPB036t020481
990105003710206441	RPB036t020484
990108893100206441	RPB036t020485
990105008850206441	RPB036t020486
990055929050206441	RPB036t020487
990056627210206441	RPB036t020488
990113051680206441	RPB036t020489
990113062050206441	RPB036t020493
990113387780206441	RPB036t020495
990113115800206441	RPB036t020506
990056495290206441	RPB036t020507
990113687470206441	RPB036t020508
990113119100206441	RPB036t020509
990107411600206441	RPB036t020511
990113168940206441	RPB036t020512
990101939590206441	RPB036t020513
990109743620206441	RPB036t020514
990054095940206441	RPB036t020563
990108509460206441	RPB036t020570
990107437050206441	RPB036t020571
990108509480206441	RPB036t020572
990052916180206441	RPB036t020585
990132940160206441	RPB036t020642
990056746200206441	RPB036t020684
990056990240206441	RPB036t020694
990052480030206441	RPB036t021277
990113409160206441	RPB036t021279
990116814140206441	RPB036t021280
990116214110206441	RPB036t021281
990116715990206441	RPB036t021282
990054448800206441	RPB036t021288
990056486290206441	RPB036t021293
990117269470206441	RPB036t021295
990116474270206441	RPB036t021297
990103723930206441	RPB036t021298
990117204110206441	RPB036t021299
990116301520206441	RPB036t021302
990054095940206441	RPB036t021303
990116224500206441	RPB036t021306
990116952090206441	RPB036t021307
990116952130206441	RPB036t021308
990116288220206441	RPB036t021309
990115582390206441	RPB036t021310
990117272950206441	RPB036t021313
990117140130206441	RPB036t021314
990120849810206441	RPB036t021315
990115584950206441	RPB036t021316
990115584950206441	RPB036t021317
990115461530206441	RPB036t021318
990115461530206441	RPB036t021319
990113777320206441	RPB036t021367
990117773090206441	RPB036t021469
990165536660206441	RPB036t021519
990117836250206441	RPB036t030012
990107291540206441	RPB036t030013
990154525290206441	RPB036t030015
990117080430206441	RPB036t030062
990116291620206441	RPB036t030140
990114236170206441	RPB036t030167
990145732610206441	RPB036t030168
990113540900206441	RPB036t030169
990116815820206441	RPB036t030170
990116948170206441	RPB036t030171
990133056280206441	RPB036t030322
990211871080206441	RPB036t030410
990054095940206441	RPB036t030411
990108744230206441	RPB036t030414
990118813230206441	RPB036t030415
990113509390206441	RPB036t030416
990113162810206441	RPB036t030417
990147881050206441	RPB036t030457
990183059860206441	RPB036t030502
990109959190206441	RPB036t030510
990113047590206441	RPB036t031126
990108625760206441	RPB036t031128
990117901070206441	RPB036t031129
990104969170206441	RPB036t031130
990176438300206441	RPB036t031131
990106454870206441	RPB036t031146
990118887930206441	RPB036t031147
990106454890206441	RPB036t031148
990118889390206441	RPB036t031149
990121047330206441	RPB036t031212
990120849170206441	RPB036t031269
990105118710206441	RPB036t031299
990118898150206441	RPB036t031349
990118899390206441	RPB036t031356
990118008430206441	RPB036t031412
990119026930206441	RPB036t031413
990120617670206441	RPB036t031443
990114170300206441	RPB036t031471
990118971070206441	RPB036t031473
990117836030206441	RPB036t031502
990119233860206441	RPB036t031503
990054095940206441	RPB036t031522
990054095940206441	RPB036t031523
990118184290206441	RPB036t031524
990119235760206441	RPB036t031525
990118884730206441	RPB036t031527
990121513410206441	RPB036t031543
990120794720206441	RPB036t031653
990120006110206441	RPB036t031654
990156744310206441	RPB036t031709
990156744310206441	RPB036t031710
990119183710206441	RPB036t031738
990121107440206441	RPB036t031739
990108709550206441	RPB036t040082
990124377510206441	RPB036t040217
990107596850206441	RPB036t040226
990124662330206441	RPB036t040227
990101331130206441	RPB036t040264
990056260990206441	RPB036t040265
990108877930206441	RPB036t040266
990108877690206441	RPB036t040267
990190293870206441	RPB036t040301
990056056330206441	RPB036t040319
990106204150206441	RPB036t040320
990139730780206441	RPB036t040394
990124943660206441	RPB036t040413
990124945490206441	RPB036t040467
990124946440206441	RPB036t040468
990139107530206441	RPB036t040469
990124943610206441	RPB036t040470
990124945130206441	RPB036t040471
990108037670206441	RPB036t040472
990107396870206441	RPB036t040473
990107396870206441	RPB036t040474
990124649350206441	RPB036t040475
990121876610206441	RPB036t040476
990107682660206441	RPB036t040478
990120001290206441	RPB036t040489
990120544680206441	RPB036t040491
990119468860206441	RPB036t040539
990119026860206441	RPB036t040541
990117999310206441	RPB036t040542
990125340180206441	RPB036t040604
99371062018706441	RPB036t040607
990133555140206441	RPB036t040608
990055639650206441	RPB036t040609
990119913090206441	RPB036t040610
990124881390206441	RPB036t040612
990101937400206441	RPB036t040614
990107592000206441	RPB036t040615
990107591900206441	RPB036t040616
990105112580206441	RPB036t040648
990118811100206441	RPB036t040649
990364484830206441	RPB036t040650
990108742290206441	RPB036t040651
990114418810206441	RPB036t040653
990124377680206441	RPB036t040654
990114418810206441	RPB036t040721
990049860260206441	RPB036t040749
990124662070206441	RPB036t040781
990114420740206441	RPB036t040782
990118973730206441	RPB036t040783
990119999770206441	RPB036t040785
990113600910206441	RPB036t040820
990114419090206441	RPB036t040822
990120137680206441	RPB036t040823
990125265760206441	RPB036t040884
990108875360206441	RPB036t040899
990124662290206441	RPB036t040900
990056746200206441	RPB036t040917
990126385520206441	RPB036t040918
990125269200206441	RPB036t040919
990124374520206441	RPB036t040920
990124374520206441	RPB036t040921
990129082420206441	RPB036t040922
990124650960206441	RPB036t040923
990121112350206441	RPB036t040924
990054095940206441	RPB036t040927
990131165930206441	RPB036t040928
990119467750206441	RPB036t040929
990054345500206441	RPB036t041034
990176236570206441	RPB036t041044
990126388840206441	RPB036t041054
990118008780206441	RPB036t041057
990126250880206441	RPB036t041065
990129086740206441	RPB036t041092
990141203350206441	RPB036t041094
990180429530206441	RPB036t041266
990113101020206441	RPB036t041267
990113101020206441	RPB036t041268
990056511420206441	RPB036t041269
990170956510206441	RPB036t041295
990132843630206441	RPB036t041296
990056425660206441	RPB036t041375
990119314000206441	RPB036t041376
990133027760206441	RPB036t041377
990113684970206441	RPB036t041378
990141204330206441	RPB036t041434
990133017230206441	RPB036t041518
990133417740206441	RPB036t041809
990133417740206441	RPB036t041810
990133059060206441	RPB036t041812
990113691990206441	RPB036t050027
990133688150206441	RPB036t050143
990133922970206441	RPB036t050144
990113928160206441	RPB036t050146
990113928080206441	RPB036t050147
990048359760206441	RPB036t050151
990156119310206441	RPB036t050183
990056474960206441	RPB036t050312
990365906360206441	RPB036t050314
990106981820206441	RPB036t050341
990133417320206441	RPB036t050344
990132843670206441	RPB036t050346
990132864010206441	RPB036t050347
990133074720206441	RPB036t050349
990113116120206441	RPB036t050350
990125283560206441	RPB036t050489
990108057330206441	RPB036t050503
990124722490206441	RPB036t050518
990132843570206441	RPB036t050527
990133554320206441	RPB036t050539
990133056460206441	RPB036t050540
990133555510206441	RPB036t050541
990135727150206441	RPB036t050723
990129082500206441	RPB036t050725
990117437690206441	RPB036t050744
990135727030206441	RPB036t050746
990120849810206441	RPB036t050747
990132934310206441	RPB036t050748
990170864830206441	RPB036t050828
990176236460206441	RPB036t050829
990158548780206441	RPB036t050923
990135906940206441	RPB036t050968
990136036850206441	RPB036t050974
990136030380206441	RPB036t051065
990121365020206441	RPB036t051089
990120401550206441	RPB036t051113
990132840320206441	RPB036t051114
990194003790206441	RPB036t051115
990101964370206441	RPB036t051117
990125438480206441	RPB036t051118
990136037290206441	RPB036t051201
990136353050206441	RPB036t051202
990136037210206441	RPB036t051206
990114055090206441	RPB036t051379
990055789920206441	RPB036t051383
99370688470706441	RPB036t051384
990133417070206441	RPB036t051426
990133417130206441	RPB036t051427
990133417140206441	RPB036t051428
990133417100206441	RPB036t051429
990136420220206441	RPB036t051430
990147721400206441	RPB036t051456
990136030300206441	RPB036t051482
990049892930206441	RPB036t051487
990108262670206441	RPB036t051488
990135729110206441	RPB036t051584
990139513960206441	RPB036t051648
990139372070206441	RPB036t051650
990139558020206441	RPB036t051651
990136486740206441	RPB036t051652
990138974820206441	RPB036t051653
990183565170206441	RPB036t051681
990054839620206441	RPB036t051682
990134137440206441	RPB036t051683
990134137610206441	RPB036t051684
990143129400206441	RPB036t051779
990176236460206441	RPB036t051868
990155870920206441	RPB036t051870
990114288700206441	RPB036t051871
990124374700206441	RPB036t051872
990113064260206441	RPB036t051873
990121798100206441	RPB036t051905
990139107750206441	RPB036t051916
990139107790206441	RPB036t051917
990139107840206441	RPB036t051918
990048793330206441	RPB036t052049
990164854410206441	RPB036t052050
990101935120206441	RPB036t052054
990125438240206441	RPB036t052055
990126320840206441	RPB036t052056
990134702860206441	RPB036t052057
990134452630206441	RPB036t052058
990118070830206441	RPB036t052059
990135727200206441	RPB036t052061
990139307700206441	RPB036t052096
990118182930206441	RPB036t060073
990143233220206441	RPB036t060079
990179404170206441	RPB036t060131
990143690510206441	RPB036t060138
990119112360206441	RPB036t060151
990109683100206441	RPB036t060152
